glagoli  |  top2     
glumovati: jem, am
oblagoroditi: im, am
promuvavati: am, em
prekrenuti: em, im
izbaliti: im, em
pripitati: am, em
otiskivati: jem, am
razvaditi: im, am
iskucati: am, im
propeći: em, im
ispoganjivati: jem, em
podvostručivati: jem, am
zarikati: am, em
pokrijepiti: im, em
upredati: am, em
pospavati: am, im
duhovljivati: jem, am
otpijevati: am, em
zažditi: im, am
razvaljivati: jem, am
zarežati: im, am
zakitati: am, em
listavati: am, im
zabravljivati: jem, am
oporabiti: im, am
vrijedniti: im, em
degermanizirati: am, em
uštogljiti: im, jem
ravnoteživati: jem, am
ugnjavljivati: jem, am
rasprezati: em, am
ekstabulirati: am, im
potkapati: am, im
mreživati: jem, am
proponirati: am, em
usljeđivati: jem, am
lagođavati: am, jem
premati: am, jem
cjenjivati: jem, em
utančavati: am, im
balkanizirati: am, im
pristići: em, jem
pizditi: im, am
okijati: am, jem
otpraćati: am, em
razročivati: jem, am
odseljavati: am, jem
prsiti: im, am
nakostrušiti: im, jem
posuvremenjivati: jem, am
presenetiti: im, am
raskumiti: im, am
faksirati: am, im
raskrižiti: im, jem
doderavati: am, jem
iscjeđivati: jem, am
naputovati: jem, am
zabaliti: im, jem
geminirati: am, im
zadihati: em, am
skvrnuti: em, im
raspoznavati: jem, am
tišati: am, em
čvrgnuti: em, im
regenerirati: am, em
usosivati: jem, em
skockati: am, im
gipsavati: am, em
resivati: jem, em
okrupniti: im, am
životvorivati: am, jem
pretiskati: am, em
rukopolagati: em, jem
kurvavati: am, im
čegrljati: am, em
okrupnjavati: am, jem
večeravati: am, jem
zasjediti: im, am
čitavati: am, im
uzvrdati: am, im
uricati: em, am
sušivati: jem, am
svješćivati: jem, am
hranjivati: jem, am
popričekati: am, em
povinovati: jem, am
olajati: am, jem
izbavljati: am, em
krtožiti: im, em
promovirati: am, im
zagaliti: im, em
instaurirati: am, em
natrgati: am, im
reizabrati: em, am
ukvariti: im, jem
zagasiti: im, em
rendgenizirati: am, im
pločiti: im, jem
špilati: am, jem
nadopisati: em, am
lupljivati: jem, am
obisnuti: em, jem
uvećati: am, im
prerastati: am, em
podronjavati: am, jem
bositi: im, am
duševljavati: am, jem
iskričiti: im, am
deaktivirati: am, im
mozgavati: am, im
živčaniti: im, jem
zaprisegnuti: em, im
zadizati: em, am
reziti: im, em
počupavati: am, im
utrnjivati: jem, em
isprerezati: em, im
patvoriti: im, am
strugivati: jem, am
izmiljeti: im, em
ispoganiti: jem, im
sahnjivati: jem, am
izdovoljavati: am, jem
samoosuđivati: jem, am
dihtati: em, am
strčati: im, jem
razbarušivati: am, jem
smečati: im, jem
obesmrtiti: im, jem
izobličivati: jem, am
optrčavati: am, im
vokalizirati: am, em
nadvarati: em, am
ukoljenčivati: jem, im
obeznačivati: jem, am
zažvaljivati: jem, am
prometovati: jem, im
prenumerirati: am, em
useljavati: am, jem
curevati: jem, am
pooštrivati: jem, am
ljušćivati: jem, am
iživiti: im, ijem
nahuckati: am, im
upretati: am, em
sricati: em, am
opušćivati: jem, am
iznogirati: am, em
zaživljavati: am, jem
prekoračiti: im, jem
vihoriti: im, jem
pošljavati: am, jem
presipati: am, im
prispodobljivati: jem, am
čartirati: am, em
čuđivati: jem, am
natrusiti: im, am
sneveseljivati: jem, am
raspirivati: jem, am
docijepiti: im, jem
poluknuti: em, im
njiskati: em, im
mrljavati: am, jem
poprijedložiti: im, jem
bočatiti: im, jem
iskeziti: im, em
razdužiti: im, jem
pošandrcavati: am, em
kobljavati: am, jem
pletati: em, am
podciknuti: em, im
destabilizirati: am, im
potkrpati: am, im
prigoniti: im, jem
njedriti: im, jem
niziti: im, em
hvaćati: am, em
strojavati: am, jem
množavati: am, im
osupnuti: em, im
kopnjivati: jem, em
potamanjivati: jem, em
egzaminirati: am, im
izdjeljivati: jem, am
vragovati: jem, am
dopraćati: am, em
prominuti: em, im
natkriljivati: am, jem
staniti: im, jem
ucjepkati: am, im
smalaksavati: am, jem
trudnjivati: jem, em
dovezati: em, im
predručiti: im, jem
tapetirati: am, em
grudavati: am, jem
uzburkati: am, em
obastajati: jem, im
računavati: am, jem
mrdati: am, im
ješkati: im, am
gmiznuti: em, im
volijevati: am, em
iskomplimentirati: am, im
razvojačivati: jem, am
vrdnuti: em, im
panjiti: im, am
dopumpati: am, im
litnuti: em, im
oformiti: im, am
prižmirkivati: jem, am
milostiviti: im, jem
pribjegavati: am, im
posađivati: jem, am
umjeriti: im, am
reimplantirati: am, im
zafrkati: am, em
segregirati: am, im
uklinjati: jem, am
prisjećati: am, im
zabezočiti: im, am
pokrčiti: im, am
preodijevati: am, jem
navmuti: em, im
raščovječiti: im, am
prituliti: im, jem
intimizirati: am, em
otimariti: im, jem
otpizditi: im, am
zakriljivati: jem, am
coletati: am, im
razriti: im, am
humizirati: am, em
strunuti: em, jem
izjednačavati: am, im
težati: im, am
pošmrkati: em, am
četvrtati: em, am
primjenjivati: jem, em
nalakćivati: jem, em
prožvakati: em, am
zapiriti: im, jem
ispušiti: im, em
uvršćivati: jem, am
zacrvenjivati: am, jem
iščlaniti: im, jem
rezivati: am, jem
kisivati: jem, am
nazuvati: am, jem
utanjivati: jem, em
umrljati: am, em
hidratizirati: am, im
ćužiti: im, jem
brusivati: am, jem
lolati: am, jem
isklati: jem, am
prefigirati: am, em
timbrati: am, im
podžariti: im, am
nabubrivati: jem, am
pedikirati: am, em
uazbučivati: jem, am
upropašćivati: jem, am
iskršćivati: jem, am
podgrtati: em, am
nađiđati: am, em
bičevati: jem, am
uvježbavati: am, jem
adutirati: am, em
razodijevati: am, jem
konotirati: am, em
internacionalizirati: am, im
raskrčmiti: im, am
zazrijevati: am, jem
rozati: am, em
doteturati: am, em
popljačkati: am, em
proveseljivati: jem, am
obrvati: am, im
pričavati: am, im
priključivati: jem, am
odseljivati: jem, am
plašivati: jem, am
jarčiti: im, am
kantonizirati: am, im
šprintati: am, im
ućuškavati: am, im
odrubljivati: jem, am
ujezeriti: im, am
podvraćati: am, em
poizmaknuti: em, im
učađaviti: im, am
urjeđati: am, im
pošemeriti: im, jem
dobijati: am, em
uljuljkati: am, em
mrazivati: jem, am
skorušiti: im, jem
pritajivati: jem, am
mijaukati: em, im
tancati: am, em
dostojati: im, am
deideologizirati: am, im
depolarizirati: am, im
kapiti: im, jem
natuckati: am, im
kapirati: am, em
razrogačiti: im, am
čavrljati: am, im
cjepljivati: jem, am
umirovljivati: jem, am
drapnuti: em, im
odmiljeti: im, em
zaricati: em, am
prepriječiti: im, am
trebljivati: jem, am
prouzročiti: im, am
aklimatizirati: am, em
klizivati: am, jem
pokućariti: im, jem
grabusiti: im, am
gurkivati: jem, am
pozepsti: em, jem
zrijeti: em, im
smršati: am, im
čkaljivati: jem, am
očešljati: am, em
triangulirati: am, im
štinuti: em, im
nijemčiti: im, am
briskirati: am, em
personificirati: am, im
očiti: im, jem
popuhnuti: em, jem
raskokavati: am, im
tucnuti: em, im
sručivati: jem, am
zaprijeti: em, jem
mjerati: am, im
popivati: am, em
otračati: jem, im
othoditi: im, am
pomagati: em, jem
prekapati: am, im
figurati: am, im
poekavljivati: jem, am
odvaditi: im, am
utrostručiti: im, jem
učupati: am, im
željkivati: jem, am
zgražavati: am, im
pomlačiti: im, jem
učitavati: am, im
ćuljivati: jem, am
skrpariti: im, jem
korištavati: am, im
granirati: am, im
ćiribimbiti: am, im
upecati: am, em
beljiti: im, jem
uzigrati: am, im
lašćivati: jem, am
pošašavljivati: am, jem
zavaljivati: jem, am
provršljati: am, jem
raskolačiti: im, jem
ispremlatiti: im, jem
opločivati: jem, am
bočariti: im, jem
rundati: am, im
ušuškavati: am, im
pretresati: am, em
navirivati: jem, am
zagušćivati: jem, am
stoličivati: jem, am
raćivati: jem, am
stremljivati: jem, am
podvikivati: jem, am
trimati: am, jem
imprimirati: am, im
uspokojiti: im, am
zdrvenjeti: im, jem
domigivati: jem, am
zahripati: am, im
začeprkati: am, em
zasmećivati: jem, am
krmiti: im, am
raskrupnjeti: im, em
skijati: am, jem
prolistavati: am, im
tamničivati: am, jem
hrkati: am, em
školovati: jem, am
prekupljivati: jem, am
poplakati: em, am
dotrčavati: am, im
odljućivati: jem, am
utuvljivati: jem, am
umnožavati: am, im
senzualizirati: am, im
plakivati: jem, am
suglasiti: im, jem
odnemariti: im, jem
njemčivati: am, jem
otkasati: am, em
prosukljavati: am, jem
sazrijeti: em, im
izmetati: em, am
raskljuvavati: am, em
podgraditi: im, am
zahuktavati: am, im
oholjivati: jem, am
jekivati: jem, am
šljapati: am, im
rabljivati: jem, am
isprtiti: im, ijem
zafrljačiti: im, am
intelektualizirati: am, im
otkoraknuti: em, im
prekardašivati: am, jem
priletjeti: im, ijem
okomotati: am, im
izmaknuti: em, im
raspinjati: jem, am
turnjati: am, jem
presumititi: im, am
reknuti: em, im
ročavati: am, im
daskati: em, am
upristojivati: am, jem
uporediti: im, am
čekirati: am, em
osedlati: am, em
razbahatiti: jem, em
alpinirati: am, im
priticati: am, im
zakovitlati: am, im
šaptati: am, em
porezati: em, im
brinjavati: am, jem
iskuckati: am, im
promrijeti: em, im
sustignuti: em, im
propišati: am, em
uvrštavati: am, im
cmoktati: am, im
traživati: jem, am
zbiljivati: jem, am
ognajati: am, jem
proharčivati: jem, am
rascvjetavati: am, im
proćakulati: am, jem
hapnuti: em, im
izvirivati: jem, am
zanijeti: em, im
dostizati: em, am
podbraditi: im, am
šusirati: am, im
prorajtavati: am, im
lombardirati: am, im
alijenirati: am, em
pirati: em, am
pognojavati: am, jem
mrežavati: am, im
ponderirati: am, em
saginjati: jem, em
istrebljivati: jem, am
hitjeti: im, jem
raštrkavati: am, jem
razmahnuti: em, jem
pričešćivati: jem, am
rangirati: am, em
ražarivati: jem, am
naštrebati: am, im
užagrivati: am, jem
klizavati: am, em
objedinjivati: am, jem
zastakljivati: jem, am
izbauljati: am, em
prejedriti: im, jem
inaćivati: jem, am
kinđuriti: im, jem
lakšavati: am, im
sagorjeti: im, am
kanuti: em, im
tičiti: im, jem
bašuriti: im, am
vijoriti: im, am
usijati: ijem, am
zanijemiti: im, am
šikati: am, em
džilitnuti: em, im
razotkriti: im, em
polutiti: im, jem
pločivati: jem, am
pernatiti: im, am
raspupati: am, im
suzivati: jem, am
dobrojiti: im, jem
ječmiti: im, jem
poduhvaćati: am, em
prerađivati: jem, am
prosuđivati: jem, am
zaprećivati: jem, am
privaljivati: jem, am
uplašćivati: jem, am
urinirati: am, em
tlačiti: im, jem
blisikati: am, em
debljavati: am, jem
dogurkivati: jem, am
dohvatati: am, im
razdrešivati: am, jem
zapaditi: im, jem
soptiti: im, jem
zemljivati: jem, am
oročavati: am, im
prašnjaviti: im, jem
čergašiti: im, jem
banovati: jem, am
slišiti: im, jem
zavidati: am, em
nahuckavati: am, im
prinuditi: im, am
počasiti: im, jem
otpiliti: im, ijem
ponestajati: jem, em
zvaničivati: jem, am
ispametiti: im, jem
krunisati: am, im
svikavati: am, im
proplakivati: jem, am
ostakljivati: jem, am
otprezati: em, am
amalgamirati: am, im
obigrati: am, im
durivati: jem, am
prekriljivati: jem, am
smežuravati: am, jem
brtvljivati: jem, am
fućnuti: em, im
zaravnavati: am, im
izbrušivati: am, jem
potkresavati: jem, em
žućivati: jem, am
oprobavati: am, jem
koričivati: jem, am
odmašćivati: jem, am
pokeckati: am, im
poštokaviti: im, am
blečati: im, jem
krajčivati: jem, am
prigrabljivati: jem, am
nafrkati: em, am
laufati: am, em
denuklearizirati: am, im
naredati: am, em
goriti: im, jem
transfigurirati: am, im
ucviiiti: im, jem
podvrći: em, im
nahuditi: im, am
zagušivati: am, jem
buktavati: am, im
provezati: em, im
čikavati: am, im
znanjivati: jem, am
rasparavati: am, jem
ublijediti: im, am
teritorijalizirati: im, am
blazniti: im, jem
zumirati: am, em
pernaćivati: jem, am
cinkariti: im, am
depersonalizirati: am, im
fetišizirati: am, em
razglodati: em, am
potisnuti: em, jem
bečati: im, am
konačivati: jem, am
odbolovati: jem, am
isitniti: im, am
sparložiti: im, jem
emanirati: am, im
sipnuti: em, im
uključiti: im, am
obručivati: jem, am
pozelenjivati: jem, em
diskontinuirati: am, im
raskašiti: im, jem
uziti: im, em
bljuznuti: em, im
nakuhavati: am, im
raskljuvati: jem, am
lubiti: im, am
proplamćivati: jem, am
bonacati: am, em
brljezgati: am, em
uvrgavati: am, im
lančivati: jem, am
karamelirati: am, im
načitati: am, em
ispisivati: jem, am
jemati: am, im
udruživati: jem, am
ćiriti: im, jem
povijedati: am, im
šančivati: jem, am
razdrečati: im, am
boniflcirati: am, jem
reverberirati: am, em
ćeretati: am, em
ižednjeti: im, jem
useknuti: em, im
iživcirati: am, im
poroškavati: am, im
pojeftinjivati: jem, em
profućkavati: am, im
dokuhati: am, em
lakrdijati: im, am
osijedjeti: im, am
probušiti: im, am
zatiskivati: am, em
svjetlucati: am, im
rasukavati: am, im
koračivati: jem, am
pismeniti: im, jem
umidrati: am, em
zbjegnuti: em, im
popljesniviti: im, jem
filetirati: am, em
prošišavati: am, im
razadniti: im, em
preležavati: am, im
pušivati: jem, am
razdragavati: am, im
diftongizirati: am, im
brečati: im, am
cvjetavati: am, im
komprimirati: am, im
uzbuditi: im, am
kroničariti: im, am
isjeckivati: jem, am
meziti: im, em
groknuti: em, im
pitivati: jem, am
trpati: am, im
ispišati: am, em
naseljivati: jem, am
ljuljnuti: em, im
izjahati: em, jem
ušećerivati: jem, am
korušiti: im, jem
oročivati: jem, am
omrsivati: jem, am
dohititi: im, jem
nobilizirati: am, em
poskakutati: em, am
prožeti: jem, em
dodrijeti: em, jem
rekreirati: am, im
slegnuti: em, im
uzvrćivati: jem, am
graničavati: am, im
čvrsnuti: em, im
šaputavati: am, im
blagodariti: im, jem
opoganiti: im, jem
rasporediti: im, am
ukonačivati: jem, am
obezličivati: jem, am
profućkati: am, im
preganjati: am, jem
bugarivati: jem, am
osamariti: im, jem
virati: em, am
zabajbučiti: im, am
provući: em, im
burdižati: am, im
potkusurivati: jem, am
mrzavati: am, em
presađivati: jem, am
pomanjkavati: am, im
ćapnuti: em, im
uročiti: im, am
odguslati: am, jem
skrojiti: im, am
primetnuti: em, jem
okvasiti: im, jem
zablistavati: am, im
štuklavati: am, jem
raščarati: am, im
usjedati: am, im
apoteozirati: am, em
seniljivati: jem, am
reinterpretirati: am, em
ojuživati: jem, am
hunjkati: am, im
nakuhati: am, im
skoliti: im, am
čišćavati: am, jem
udovljivati: jem, am
slabljivati: jem, am
vizitirati: am, em
carovati: jem, am
jatakovati: jem, am
odnjihati: em, jem
pripisivati: jem, am
muškarčiti: im, am
doguljivati: jem, am
šrafati: am, em
raspitkivati: jem, am
iskačkati: am, im
opoštenjivati: jem, am
dokročiti: im, am
brojčivati: jem, am
opožariti: im, am
paljivati: jem, am
ispinjati: jem, am
plazivati: jem, am
raspoloživati: jem, em
fetavati: am, im
ljoskavati: am, im
okrviti: im, am
zakamuflirati: am, im
preturiti: im, jem
oštravati: am, jem
temeljivati: jem, am
priškrinuti: em, im
iskihivati: jem, am
fingirati: am, em
octiti: im, ijem
šenjavati: am, jem
poturati: am, im
zackiljivati: jem, am
znaniti: im, jem
poharčiti: im, am
drjemucnuti: em, im
kaparivati: jem, am
čapati: am, im
pražnjavati: am, jem
praćaknuti: em, im
čveknjivati: jem, am
pritezati: em, im
zablješćivati: jem, am
odstrići: em, im
zakatančiti: im, am
grljivati: jem, am
prežgati: am, im
sretati: am, em
opodručivati: jem, am
izrešetavati: am, im
odšepesati: am, em
zbrčkavati: am, im
razjariti: im, jem
mljacnuti: em, jem
udostojavati: am, jem
prigibati: am, em
bokati: em, am
uzšetavati: am, im
iscjenkavati: am, im
uortačivati: jem, am
bljeskivati: jem, am
žmikati: am, em
nadisati: em, am
tančati: am, im
crtavati: am, im
zacjeljivati: jem, am
četovati: jem, im
zabrajati: am, jem
objahati: em, jem
jašnjavati: am, jem
nagutati: am, em
sunovraćivati: jem, am
pajkiti: im, am
prefarbati: am, em
disponirati: em, am
zahlađivati: jem, am
podleći: em, im
oborati: am, em
špinati: am, im
duplati: am, jem
čvaliti: im, jem
prolijeniti: im, em
uskakati: am, em
zajazivati: jem, em
prislanjati: am, jem
intačivati: am, jem
siljavati: am, jem
navoštiti: im, am
tvrdoglaviti: im, am
okrilatiti: im, jem
uskokodakati: am, em
okračati: im, am
svijetiti: im, am
ponestati: em, am
razjednačiti: im, am
obezglavljivati: jem, am
pogrijavati: am, jem
nunati: am, em
mršaviti: im, am
ružniti: im, jem
nagoviještati: am, im
fanatizirati: am, em
raspekmezivati: jem, am
ocrvenjeti: im, em
zriti: im, am
žmirivati: jem, am
prinuđivati: jem, am
dostavljati: am, em
orođavati: am, jem
odbjegnuti: em, im
masakrirati: am, em
razdriješiti: im, em
motorizirati: am, im
graisati: am, im
globljivati: jem, am
nakljukati: am, em
nagrabusivati: am, jem
zakrmačivati: jem, am
lakćivati: jem, em
reevakuirati: am, em
smočiti: im, am
žinjati: am, jem
poisijecati: am, im
pripriječiti: im, jem
medvjediti: im, am
narađati: am, em
pošandrcati: am, im
taloživati: jem, em
strukturirati: am, im
coknuti: em, im
zakaparivati: jem, am
životinjariti: im, am
umiljeti: im, em
zagukivati: am, jem
djeljkati: am, im
isprčiti: im, am
distancirati: am, em
optakati: em, am
hripnuti: em, im
projahivati: jem, am
razmaknuti: em, im
izgrliti: im, em
kašnjivati: jem, em
čvaknuti: em, im
unijeti: em, im
trusivati: am, jem
upeći: em, im
obnositi: im, am
zajašiti: im, jem
kostrušivati: jem, am
iznalaziti: im, jem
prikopčavati: am, im
grtati: em, am
pošemerivati: jem, am
razmnožavati: am, im
ukrutiti: im, ijem
kardašiti: im, jem
podletjeti: im, ijem
inspirirati: am, em
druživati: jem, am
kaluđeriti: im, jem
krštati: am, im
razgrabljivati: jem, am
isprćivati: jem, am
proskitavati: am, im
isklijavati: am, em
zatopljavati: am, jem
džarivati: jem, am
mađarizirati: am, im
manikirati: am, em
zaflekati: am, em
afilirati: am, em
odbrati: em, am
budžetirati: am, em
razumiti: im, ijem
uzvraćati: am, em
prisisati: am, em
šalabazati: am, im
ukoraknuti: em, im
predosjetiti: im, jem
halaliti: im, jem
raščerečiti: im, jem
kvantificirati: am, im
prostrjeljivati: jem, am
kržljati: am, im
buđivati: jem, am
prosvrdlavati: am, jem
dostupiti: im, jem
zazeleniti: im, jem
nakaraditi: im, am
pozaimati: am, jem
slućivati: jem, am
šopingirati: am, im
pogurnuti: em, im
poćivati: jem, em
zatalasati: am, em
protutnjivati: jem, am
prosipavati: am, im
dakati: am, em
iznurivati: am, jem
sprčkavati: am, im
prečivati: jem, am
našpranjivati: jem, am
šušketati: am, im
kmečati: im, jem
predobiti: im, am
promrsivati: jem, am
stješnjavati: am, jem
natrapati: am, im
nitati: em, am
zevzečiti: im, jem
nakrivljavati: am, jem
isprosjačiti: im, jem
načimati: am, em
odverglati: am, em
sikterisati: am, em
izbjeći: em, im
uzburkivati: jem, am
kunjiti: im, jem
napućivati: jem, am
potvarati: am, im
straniti: im, jem
poškropljivati: jem, am
praznovati: jem, im
orubljivati: jem, am
porezivati: am, jem
dremnuti: em, im
projesti: em, jem
tromboljivati: jem, am
protrčavati: am, im
samariti: im, jem
susretati: em, am
izranjaviti: im, jem
rasplošćivati: jem, am
slijegati: em, am
mirivati: jem, am
odblanjati: am, jem
dopunjavati: am, jem
zasjenčiti: im, am
paravati: am, jem
mantrati: am, im
kvocati: am, im
pripinjati: jem, am
okročiti: im, am
libanonizirati: am, im
oseknjivati: jem, am
zabenaviti: im, jem
uznačiti: im, jem
suživljavati: am, jem
zaziđivati: am, jem
žaljivati: jem, am
zakorjeti: im, am
policizirati: em, am
noviti: im, am
svaditi: im, am
usjedjeti: im, am
ševeljati: am, jem
opstajati: im, jem
naludovati: jem, am
fragmentirati: am, em
zećivati: jem, am
primorati: am, em
samohvalisati: am, im
uškrobiti: im, am
foršpilati: am, im
ventati: am, em
zasvrbljivati: jem, am
preplavljati: am, im
samokažnjavati: am, jem
ogrstiti: im, am
razglagoljati: am, jem
bijeljeti: im, jem
derivirati: am, em
ustručavati: am, im
prohlađivati: jem, am
prokazivati: jem, em
promicati: em, am
štrcati: am, im
uprasivati: jem, am
blogirati: am, em
utrpavati: am, im
srepiti: im, jem
brašniti: im, em
zaošijati: am, jem
došaptavati: am, im
glavati: am, jem
zamađijati: jem, am
kašljucnuti: em, im
proplakati: em, am
dramčiti: im, am
naprijeti: em, jem
pripletati: em, im
samodisciplinirati: am, em
užegnuti: em, im
zakvocati: am, im
poisplaćivati: jem, am
šumjeti: im, jem
začeprkavati: am, im
intrigirati: am, im
ušućivati: jem, am
informatizirati: am, im
džilitati: am, im
pošaliti: im, em
degazirati: am, im
proružnjeti: im, am
razmazati: em, am
zakonačiti: im, am
zakržljivati: jem, am
navoziti: im, jem
pelcovati: jem, am
hodavati: jem, am
možditi: im, am
odmatati: am, em
zlouporabiti: im, jem
zakosivati: jem, em
četvrtavati: am, im
očešavati: am, em
ustakliti: im, em
knjavati: am, jem
uščitati: am, im
izrnotati: am, em
prikucavati: am, im
srezivati: am, jem
ukrštati: im, am
pogorjeti: im, am
oboružavati: am, im
iskolačivati: jem, am
klopati: am, im
zahirivati: am, jem
privaliti: im, em
ručiti: im, am
provoditi: im, am
transmitirati: am, im
ulijevati: am, em
štopavati: am, im
opustiti: im, jem
rašćivati: jem, am
zasramljivati: jem, am
zakerati: am, im
zazviždati: im, am
razularivati: jem, am
potpomagati: em, jem
kevtati: am, em
razagnati: am, em
rejicirati: am, em
rupiti: im, jem
objeđivati: jem, am
naskakati: em, am
zarašćivati: jem, am
produhoviti: im, jem
pocupnuti: em, im
podlijati: am, jem
ucjepkavati: am, im
nabusati: am, im
pošišati: am, em
posuti: em, jem
uzveličati: am, im
čiljeti: im, jem
ugnjiti: ijem, im
imperfektivizirati: am, im
plamćivati: jem, am
skvrniti: im, am
pahnuti: em, im
zablesaviti: im, jem
prospavljivati: am, im
drljiti: im, jem
prolijetati: em, am
suspreći: em, im
zahladiti: im, jem
pojasati: am, em
cerivati: jem, am
dogotovljivati: jem, am
istutnjati: im, jem
tandrčiti: im, am
telaljivati: jem, am
ulegnuti: em, im
smandrljavati: am, jem
pomuškarčivati: am, jem
kolekcionirati: am, im
lajkati: am, em
prignječiti: im, am
presjedati: am, im
šuljavati: am, jem
tješnjivati: im, jem
dopumpavati: am, im
provodati: am, im
frajati: am, jem
uhapsiti: im, am
zahihotati: em, am
oivičiti: im, jem
zarumenjivati: jem, em
cuknuti: em, im
ištekavati: am, im
sitničariti: im, am
izredavati: jem, am
poprjećivati: jem, am
razuvjeriti: im, am
dajati: am, jem
zakuživati: jem, am
klerikalizirati: am, em
dosjećati: am, em
udostojiti: im, jem
osjeći: em, im
oklembesiti: im, am
insertirati: am, em
isprugati: am, em
leknuti: em, im
porošavati: am, im
iscrtkavati: am, im
priženjivati: jem, am
presamićivati: jem, am
tipovati: jem, am
industrijalizirati: am, em
splaknuti: em, im
ustrajavati: jem, am
bjegavati: am, im
spletati: em, am
osmišljavati: am, jem
sumračavati: am, im
obescijeniti: im, jem
nanati: am, em
odslušati: am, im
zaškiljivati: jem, am
hitriti: im, am
useliti: im, em
preobličiti: im, jem
ustoličiti: im, jem
okositi: im, am
sjecati: am, em
kroviti: im, am
isposijecati: am, em
odmuljivati: jem, am
izbrbljavati: am, jem
pokrstiti: im, am
raščeprkati: am, em
zacvrčati: im, am
rasteretiti: im, am
šanuti: em, im
uzvoziti: im, jem
demarkirati: am, im
uprosječiti: im, am
egzekutirati: am, im
skorušivati: jem, am
obljubljivati: jem, am
priprjećivati: jem, am
očupavati: am, im
poškopiti: im, jem
naplesati: em, am
čandrkati: am, jem
naklati: jem, am
zlijediti: im, am
onečišćavati: jem, am
dopižđivati: jem, am
rajonizirati: am, em
cinčavati: am, im
ofucati: am, im
poprištiti: im, ijem
omodrjeti: im, jem
spašavati: am, im
napabirčiti: im, am
raspreći: em, im
uigravati: am, im
čičkati: am, im
smrdati: am, im
presoljivati: jem, am
preobražavati: am, im
otračavati: am, im
probiserivati: jem, am
othuknuti: em, im
anagramirati: am, im
valjuškati: am, im
sukavati: am, im
frustrirati: am, em
uzbiti: am, im
razlijetati: em, am
šegati: am, em
pohrvaćivati: jem, am
premještati: am, im
zatreptati: am, jem
rastelaljivati: jem, am
survati: am, im
preziđivati: jem, am
podvojiti: im, jem
badrivati: jem, am
podraniti: im, jem
projašiti: im, em
pigmentirati: am, im
iskupljati: am, jem
šljepetati: am, em
oškropiti: im, am
poosobiti: im, am
reprimitivizirati: am, im
glupirati: im, am
vojničivati: jem, am
uljepšati: am, jem
prenerazivati: jem, am
skontati: am, im
raspadati: am, em
raskriljivati: jem, am
prenapučivati: am, jem
dramljivati: jem, am
kolpati: am, im
obogotvoriti: im, am
čeketati: am, em
štrcavati: am, im
zastudjeti: im, jem
skljokavati: am, im
pogruživati: jem, am
pretraživati: jem, am
propržiti: im, em
razgolatavati: am, im
aplicirati: am, em
koegzistirati: am, im
začešljati: am, em
cjelovati: jem, am
vagnuti: em, im
šandrcavati: am, em
zaglušivati: jem, am
propuhnuti: em, jem
probosti: em, jem
prožutjeti: im, jem
opsegnuti: em, im
tezaurirati: am, em
isprogramirati: am, im
brzojavljivati: jem, am
impostirati: am, im
rasijecati: am, im
skoljivati: jem, am
ročiti: im, am
razdrobiti: im, am
isfaširati: am, em
domijesiti: im, em
okljaštriti: im, am
zacvrkutati: em, am
razobličiti: im, jem
oproljetiti: im, am
ortačiti: im, jem
obeskličivati: jem, am
progredirati: am, im
iznijansirati: am, em
staknuti: em, im
klatiti: im, jem
majmunisati: em, am
utruniti: im, jem
gicnuti: em, im
fortificirati: am, im
ižlijebiti: im, em
osjemeniti: im, jem
zgrudavati: am, jem
kadrirati: am, em
poljiti: im, ijem
sprejati: em, am
preostajati: im, jem
ličavati: am, im
ustremljivati: jem, am
prepisivati: jem, am
predimenzionirati: am, im
primetati: am, em
nakostrušivati: jem, am
preobuti: jem, em
probuncati: am, im
predanjivati: jem, em
laktati: em, am
kupusati: em, am
akcijašiti: im, am
tračati: im, jem
provedravati: am, im
pentrati: am, im
fucavati: am, im
globalizirati: am, em
begovati: jem, am
iskolčivati: jem, am
užizati: am, em
uporabljivati: jem, am
boljšati: am, im
dohrliti: im, jem
drjemuckati: am, im
kapariti: im, jem
taktirati: em, am
zableušivati: am, jem
ostrvljivati: jem, am
starijevati: am, jem
branjivati: jem, em
davljivati: jem, am
prosrsivati: jem, am
lobati: am, em
potfrknuti: em, im
nesti: em, jem
mudrivati: am, jem
novirati: am, em
pogospođivati: jem, em
zavirkivati: am, jem
zakmečati: im, jem
namirati: em, am
tandrkati: am, jem
zakusati: am, im
izvrđati: am, em
natrijeti: em, jem
iznemoći: em, jem
doslućivati: jem, am
samoučiti: im, jem
anonimizirati: am, im
dovoljivati: jem, am
hajkati: am, em
izapirati: em, am
siromašivati: jem, am
zataći: em, jem
kolaudirati: am, im
zgrbljivati: jem, am
zacariti: im, am
eksponirati: am, im
zaludjeti: im, jem
iskeširati: am, im
zafrigati: am, em
curiknuti: em, jem
pokupovati: jem, am
ulitavati: am, im
prolebđivati: jem, am
podrutavati: am, im
rasplinjavati: am, jem
ižariti: im, am
zakužiti: im, am
napovjediti: im, am
hrvaćivati: jem, am
prebacivati: jem, am
barjaktariti: im, jem
jmljivati: jem, am
nazrijeti: em, im
poispraviti: im, jem
pretati: em, am
grozivati: am, jem
probančiti: im, am
prosvitati: am, em
prepjevavati: am, em
ubraditi: im, am
obradatiti: im, am
izrezuckati: im, am
štrikati: am, em
zucati: am, im
sporječkati: am, im
šećerivati: jem, am
parfimirati: am, em
